Trajectory_ID,Time_Index,ID_LV,Type_LV,Pos_LV,Speed_LV,Acc_LV,ID_FAV,Pos_FAV,Speed_FAV,Acc_FAV,Spatial_Gap,Spatial_Headway,Speed_Diff
282,3.5,-1,0,97.99948452,20.13068962,0.137023926,0,70.27590961,20.25907326,-3.272399902,22.82231214,27.7235749,-0.128383636
282,3.6,-1,0,100.0288915,20.14439201,0.230255127,0,72.28545494,19.93183327,0.634002686,22.83856654,27.74343657,0.212558746
282,3.7,-1,0,102.0405294,20.16741753,0.15619278,0,74.28180828,19.99523354,0.53937912,22.84940171,27.75872111,0.17218399
282,3.8,-1,0,104.0550572,20.1830368,0.021839142,0,76.28402853,20.04917145,1.318340302,22.86286057,27.77102865,0.133865356
282,3.9,-1,0,106.0664613,20.18522072,-0.044345856,0,78.29553738,20.18100548,0.051460266,22.8637677,27.77092393,0.00421524
282,4,-1,0,108.0857237,20.18078613,0.009727478,0,80.31389523,20.1861515,-1.568336487,22.86085994,27.77182848,-0.005365372
282,4.1,-1,0,110.1109184,20.18175888,0.040550232,0,82.32466869,20.02931786,1.221656799,22.8668745,27.78624968,0.152441025
282,4.2,-1,0,112.1234243,20.1858139,-0.017375946,0,84.33370876,20.15148354,-0.097961426,22.87712618,27.78971549,0.034330368
282,4.3,-1,0,114.1425202,20.18407631,-0.017642975,0,86.34836731,20.14168739,-0.634460449,22.88429352,27.79415294,0.042388916
282,4.4,-1,0,116.1633994,20.18231201,0.012722015,0,88.35936375,20.07824135,-2.002735138,22.89088085,27.80403569,0.104070663
282,4.5,-1,0,118.1911729,20.18358421,0.024719238,0,90.35717421,19.87796783,-0.094585419,22.91833307,27.8339987,0.305616379
282,4.6,-1,0,120.2096736,20.18605614,-0.049343109,0,92.34449806,19.86850929,0.730133057,22.94664864,27.86517553,0.317546844
282,4.7,-1,0,122.2228589,20.18112183,-0.042076111,0,94.33499966,19.9415226,1.12247467,22.96738354,27.88785926,0.239599228
282,4.8,-1,0,124.2338327,20.17691422,0.023288727,0,96.33476429,20.05377007,1.122837067,22.97634607,27.89906841,0.12314415
